File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
908076,08/27/2009,2009,8,1400 BLOCK,S Smith Rd,8/27/2009,Weeds/Grass,Owner Abated,9/4/2009,Not Available,No, 0.0,"1400 S Smith Rd Urbana, IL"
908073,08/26/2009,2009,8,1400 BLOCK,W Eads St,8/27/2009,Weeds/Grass,City Abated,9/4/2009,Not Available,No, 0.0,"1400 W Eads St Urbana, IL"
908074,08/26/2009,2009,8,800 BLOCK,W Ohio St,8/27/2009,Weeds/Grass,Owner Abated,9/4/2009,Not Available,No, 0.0,"800 W Ohio St Urbana, IL"
908075,08/26/2009,2009,8,100 BLOCK,E Willard,8/27/2009,Weeds/Grass,Owner Abated,9/4/2009,Not Available,No, 0.0,"100 E Willard Urbana, IL"
908067,08/25/2009,2009,8,1000 BLOCK,W Main St,8/25/2009,Municipal Waste,Owner Abated,8/31/2009,Not Available,No, 0.0,"1000 W Main St Urbana, IL"
908068,08/25/2009,2009,8,1100 BLOCK,E Briarcliff Dr,8/26/2009,Weeds/Grass,Owner Abated,9/3/2009,Not Available,No, 0.0,"1100 E Briarcliff Dr Urbana, IL"
908069,08/25/2009,2009,8,1300 BLOCK,S Cottage Grove Av,8/26/2009,Weeds/Grass,City Abated,9/3/2009,Not Available,No, 0.0,"1300 S Cottage Grove Av Urbana, IL"
908070,08/25/2009,2009,8,1400 BLOCK,S Wiley Av,8/26/2009,Weeds/Grass,City Abated,9/3/2009,Not Available,No, 0.0,"1400 S Wiley Av Urbana, IL"
908071,08/25/2009,2009,8,300 BLOCK,N Busey Av,8/26/2009,Weeds/Grass,Owner Abated,9/3/2009,Not Available,No, 0.0,"300 N Busey Av Urbana, IL"
908072,08/25/2009,2009,8,2000 BLOCK,S Burlison Dr,8/26/2009,Weeds/Grass,City Abated,9/3/2009,Not Available,No, 0.0,"2000 S Burlison Dr Urbana, IL"
908062,08/24/2009,2009,8,600 BLOCK,W Green St,8/25/2009,Municipal Waste,Owner Abated,9/2/2009,Not Available,No, 0.0,"600 W Green St Urbana, IL"
908063,08/24/2009,2009,8,600 BLOCK,W Green St,8/25/2009,Weeds/Grass,Owner Abated,9/2/2009,Not Available,No, 0.0,"600 W Green St Urbana, IL"
908064,08/24/2009,2009,8,2000 BLOCK,E Michigan Av,8/25/2009,Municipal Waste,City Abated,9/2/2009,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
908065,08/24/2009,2009,8,2000 BLOCK,E Michigan Av,8/25/2009,Weeds/Grass,City Abated,9/2/2009,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
908066,08/24/2009,2009,8,1000 BLOCK,S Lincoln Av,8/25/2009,Municipal Waste,Owner Abated,9/2/2009,Not Available,No, 0.0,"1000 S Lincoln Av Urbana, IL"
908060,08/21/2009,2009,8,1100 BLOCK,S Austin Dr,8/21/2009,Weeds/Grass,Owner Abated,8/29/2009,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
908061,08/21/2009,2009,8,1100 BLOCK,S Austin Dr,8/21/2009,Weeds/Grass,Owner Abated,8/29/2009,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
908053,08/20/2009,2009,8,700 BLOCK,W Ohio St,8/20/2009,Municipal Waste,Owner Abated,8/24/2009,Not Available,No, 0.0,"700 W Ohio St Urbana, IL"
908054,08/20/2009,2009,8,800 BLOCK,W Illinois St,8/20/2009,Municipal Waste,Owner Abated,8/25/2009,Not Available,No, 0.0,"800 W Illinois St Urbana, IL"
908055,08/20/2009,2009,8,1300 BLOCK,W Eureka St,8/21/2009,Municipal Waste,City Abated,8/29/2009,Not Available,No, 0.0,"1300 W Eureka St Urbana, IL"
908056,08/20/2009,2009,8,700 BLOCK,N Busey Av,8/21/2009,Municipal Waste,City Abated,8/29/2009,Not Available,No, 0.0,"700 N Busey Av Urbana, IL"
908057,08/20/2009,2009,8,700 BLOCK,N Busey Av,8/21/2009,Weeds/Grass,City Abated,8/29/2009,Not Available,No, 0.0,"700 N Busey Av Urbana, IL"
908058,08/20/2009,2009,8,200 BLOCK,W Iowa St,8/21/2009,Weeds/Grass,Owner Abated,8/29/2009,Not Available,No, 0.0,"200 W Iowa St Urbana, IL"
908059,08/20/2009,2009,8,1200 BLOCK,N Coler Av,8/20/2009,Municipal Waste,Owner Abated,8/24/2009,Not Available,No, 0.0,"1200 N Coler Av Urbana, IL"
908043,08/19/2009,2009,8,900 BLOCK,E Colorado Av,8/20/2009,Weeds/Grass,Owner Abated,8/28/2009,Not Available,No, 0.0,"900 E Colorado Av Urbana, IL"
908044,08/19/2009,2009,8,1200 BLOCK,W Beslin Av,8/20/2009,Weeds/Grass,City Abated,8/28/2009,Not Available,No, 0.0,"1200 W Beslin Av Urbana, IL"
908045,08/19/2009,2009,8,1200 BLOCK,W Beslin Av,8/20/2009,Weeds/Grass,Owner Abated,8/28/2009,Not Available,No, 0.0,"1200 W Beslin Av Urbana, IL"
908046,08/19/2009,2009,8,1200 BLOCK,W Beslin Av,8/20/2009,Weeds/Grass,Owner Abated,8/28/2009,Not Available,No, 0.0,"1200 W Beslin Av Urbana, IL"
908047,08/19/2009,2009,8,2700 BLOCK,E Coddington CR,8/20/2009,Weeds/Grass,Owner Abated,8/28/2009,Not Available,No, 0.0,"2700 E Coddington CR Urbana, IL"
908048,08/19/2009,2009,8,600 BLOCK,E Green St,8/20/2009,Municipal Waste,City Abated,8/28/2009,Not Available,No, 0.0,"600 E Green St Urbana, IL"
908049,08/19/2009,2009,8,600 BLOCK,E Green St,8/20/2009,Weeds/Grass,Owner Abated,8/28/2009,Not Available,No, 0.0,"600 E Green St Urbana, IL"
908050,08/19/2009,2009,8,600 BLOCK,W Nevada Av,8/20/2009,Municipal Waste,Owner Abated,8/28/2009,Not Available,No, 0.0,"600 W Nevada Av Urbana, IL"
908051,08/19/2009,2009,8,700 BLOCK,W California Av,8/20/2009,Municipal Waste,Owner Abated,8/28/2009,Not Available,No, 0.0,"700 W California Av Urbana, IL"
908052,08/19/2009,2009,8,700 BLOCK,W California Av,8/20/2009,Municipal Waste,Owner Abated,8/28/2009,Not Available,No, 0.0,"700 W California Av Urbana, IL"
908039,08/18/2009,2009,8,1500 BLOCK,Briarcliff Dr,8/19/2009,Weeds/Grass,Owner Abated,8/27/2009,Not Available,No, 0.0,"1500 Briarcliff Dr Urbana, IL"
908040,08/18/2009,2009,8,1900 BLOCK,S Lucas St,8/19/2009,Municipal Waste,Owner Abated,8/27/2009,Not Available,No, 0.0,"1900 S Lucas St Urbana, IL"
908041,08/18/2009,2009,8,1900 BLOCK,S Lucas St,8/19/2009,Weeds/Grass,Owner Abated,8/27/2009,Not Available,No, 0.0,"1900 S Lucas St Urbana, IL"
908042,08/18/2009,2009,8,900 BLOCK,E Delaware Av,8/19/2009,Municipal Waste,City Abated,8/27/2009,Not Available,No, 0.0,"900 E Delaware Av Urbana, IL"
908035,08/17/2009,2009,8,1900 BLOCK,E Washington St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"1900 E Washington St Urbana, IL"
908036,08/17/2009,2009,8,600 BLOCK,W Green St,8/18/2009,Municipal Waste,Owner Abated,8/26/2009,Not Available,No, 0.0,"600 W Green St Urbana, IL"
908037,08/17/2009,2009,8,700 BLOCK,S Glover Av,8/18/2009,Weeds/Grass,Owner Abated,8/26/2009,Not Available,No, 0.0,"700 S Glover Av Urbana, IL"
908038,08/17/2009,2009,8,1000 BLOCK,S Smith Rd,8/18/2009,Weeds/Grass,Owner Abated,8/26/2009,Not Available,No, 0.0,"1000 S Smith Rd Urbana, IL"
908028,08/13/2009,2009,8,200 BLOCK,W High St,8/13/2009,Municipal Waste,Owner Abated,8/17/2009,Not Available,No, 0.0,"200 W High St Urbana, IL"
908029,08/13/2009,2009,8,800 BLOCK,W Stoughton St,8/14/2009,Municipal Waste,Owner Abated,8/22/2009,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
908030,08/13/2009,2009,8,200 BLOCK,W Illinois St,8/14/2009,Municipal Waste,Owner Abated,8/22/2009,Not Available,No, 0.0,"200 W Illinois St Urbana, IL"
908031,08/13/2009,2009,8,200 BLOCK,W Illinois St,8/14/2009,Weeds/Grass,Owner Abated,8/22/2009,Not Available,No, 0.0,"200 W Illinois St Urbana, IL"
908032,08/13/2009,2009,8,1000 BLOCK,N Berkley Av,8/13/2009,Weeds/Grass,City Abated,8/13/2009,Not Available,No, 0.0,"1000 N Berkley Av Urbana, IL"
908033,08/13/2009,2009,8,1200 BLOCK,S Grant Pl,8/13/2009,Weeds/Grass,City Abated,8/13/2009,Not Available,No, 0.0,"1200 S Grant Pl Urbana, IL"
908034,08/13/2009,2009,8,1400 BLOCK,W Beslin St,8/13/2009,Weeds/Grass,City Abated,8/13/2009,Not Available,No, 0.0,"1400 W Beslin St Urbana, IL"
908024,08/12/2009,2009,8,500 BLOCK,W California Av ,8/13/2009,Municipal Waste,Owner Abated,8/21/2009,Not Available,No, 0.0,"500 W California Av  Urbana, IL"
908025,08/12/2009,2009,8,700 BLOCK,E Hawthorne Dr,8/13/2009,Weeds/Grass,Owner Abated,8/21/2009,Not Available,No, 0.0,"700 E Hawthorne Dr Urbana, IL"
908026,08/12/2009,2009,8,600 BLOCK,W Illinois St,8/13/2009,Weeds/Grass,Owner Abated,8/21/2009,Not Available,No, 0.0,"600 W Illinois St Urbana, IL"
908027,08/12/2009,2009,8,800 BLOCK,E Hawthorne Dr,8/13/2009,Weeds/Grass,Owner Abated,8/21/2009,Not Available,No, 0.0,"800 E Hawthorne Dr Urbana, IL"
908022,08/11/2009,2009,8,600 BLOCK,W Michigan Av,8/12/2009,Municipal Waste,Owner Abated,8/20/2009,Not Available,No, 0.0,"600 W Michigan Av Urbana, IL"
908023,08/11/2009,2009,8,600 BLOCK,W Ohio St,8/12/2009,Municipal Waste,Owner Abated,8/20/2009,Not Available,No, 0.0,"600 W Ohio St Urbana, IL"
908018,08/10/2009,2009,8,1400 BLOCK,S Lincoln Av,8/11/2009,Weeds/Grass,Owner Abated,8/19/2009,Not Available,No, 0.0,"1400 S Lincoln Av Urbana, IL"
908019,08/10/2009,2009,8,1200 BLOCK,S Race St,8/11/2009,Weeds/Grass,City Abated,8/19/2009,Not Available,No, 0.0,"1200 S Race St Urbana, IL"
908020,08/10/2009,2009,8,800 BLOCK,W Stoughton St,8/10/2009,Municipal Waste,Owner Abated,8/13/2009,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
908021,08/10/2009,2009,8,700 BLOCK,W Stoughton St,8/10/2009,Municipal Waste,Owner Abated,8/13/2009,Not Available,No, 0.0,"700 W Stoughton St Urbana, IL"
908016,08/06/2009,2009,8,1300 BLOCK,E Michigan Av,8/7/2009,Weeds/Grass,Owner Abated,8/15/2009,Not Available,No, 0.0,"1300 E Michigan Av Urbana, IL"
908017,08/06/2009,2009,8,300 BLOCK,S Cedar St,8/7/2009,Municipal Waste,Owner Abated,8/15/2009,Not Available,No, 0.0,"300 S Cedar St Urbana, IL"
908009,08/05/2009,2009,8,900 BLOCK,N Gregory St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
908010,08/05/2009,2009,8,700 BLOCK,Shurts Dr,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"700 Shurts Dr Urbana, IL"
908011,08/05/2009,2009,8,900 BLOCK,E Green St,8/6/2009,Municipal Waste,Owner Abated,8/14/2009,Not Available,No, 0.0,"900 E Green St Urbana, IL"
908012,08/05/2009,2009,8,1200 BLOCK,W Eads St,8/6/2009,Weeds/Grass,City Abated,8/14/2009,Not Available,No, 0.0,"1200 W Eads St Urbana, IL"
908013,08/05/2009,2009,8,800 BLOCK,W Stoughton St,8/6/2009,Weeds/Grass,Owner Abated,8/14/2009,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
908014,08/05/2009,2009,8,200 BLOCK,N Busey Av,8/6/2009,Weeds/Grass,Owner Abated,8/14/2009,Not Available,No, 0.0,"200 N Busey Av Urbana, IL"
908015,08/05/2009,2009,8,800 BLOCK,W Stoughton St,8/6/2009,Weeds/Grass,City Abated,8/14/2009,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
908007,08/04/2009,2009,8,1700 BLOCK,E Fairlawn Dr,8/4/2009,Municipal Waste,Owner Abated,8/12/2009,Not Available,No, 0.0,"1700 E Fairlawn Dr Urbana, IL"
908008,08/04/2009,2009,8,1400 BLOCK,Adams St,8/4/2009,Municipal Waste,Owner Abated,8/12/2009,Not Available,No, 0.0,"1400 Adams St Urbana, IL"
908001,08/03/2009,2009,8,1000 BLOCK,E Illinois St,8/4/2009,Weeds/Grass,Owner Abated,8/12/2009,Not Available,No, 0.0,"1000 E Illinois St Urbana, IL"
908002,08/03/2009,2009,8,2000 BLOCK,E Michigan Av,8/4/2009,Weeds/Grass,City Abated,8/12/2009,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
908003,08/03/2009,2009,8,100 BLOCK,W Oregon St,8/4/2009,Weeds/Grass,Owner Abated,8/12/2009,Not Available,No, 0.0,"100 W Oregon St Urbana, IL"
908004,08/03/2009,2009,8,500 BLOCK,S Broadway Av,8/4/2009,Municipal Waste,Owner Abated,8/12/2009,Not Available,No, 0.0,"500 S Broadway Av Urbana, IL"
908005,08/03/2009,2009,8,500 BLOCK,S Broadway Av,8/4/2009,Weeds/Grass,Owner Abated,8/12/2009,Not Available,No, 0.0,"500 S Broadway Av Urbana, IL"
908006,08/03/2009,2009,8,500 BLOCK,W Oregon St,8/4/2009,Municipal Waste,Owner Abated,8/12/2009,Not Available,No, 0.0,"500 W Oregon St Urbana, IL"
907060,07/31/2009,2009,7,600 BLOCK,W Indiana Av,7/31/2009,Municipal Waste,Owner Abated,8/8/2009,Not Available,No, 0.0,"600 W Indiana Av Urbana, IL"
907061,07/31/2009,2009,7,600 BLOCK,W Indiana Av,7/31/2009,Weeds/Grass,Owner Abated,8/8/2009,Not Available,No, 0.0,"600 W Indiana Av Urbana, IL"
907062,07/31/2009,2009,7,100 BLOCK,N Coler Av,7/31/2009,Municipal Waste,Owner Abated,8/3/2009,Not Available,No, 0.0,"100 N Coler Av Urbana, IL"
907063,07/31/2009,2009,7,400 BLOCK,S Busey Av,7/31/2009,Municipal Waste,Owner Abated,8/3/2009,Not Available,No, 0.0,"400 S Busey Av Urbana, IL"
907064,07/31/2009,2009,7,100 BLOCK,N Coler Av,8/3/2009,Weeds/Grass,Owner Abated,8/11/2009,Not Available,No, 0.0,"100 N Coler Av Urbana, IL"
907058,07/30/2009,2009,7,1100 BLOCK,W Hill St,7/30/2009,Weeds/Grass,Owner Abated,8/7/2009,Not Available,No, 0.0,"1100 W Hill St Urbana, IL"
907059,07/30/2009,2009,7,2100 BLOCK,Country Squire Dr,7/31/2009,Municipal Waste,Owner Abated,8/8/2009,Not Available,No, 0.0,"2100 Country Squire Dr Urbana, IL"
907053,07/29/2009,2009,7,400 BLOCK,S Johnson St,7/30/2009,Weeds/Grass,Owner Abated,8/7/2009,Not Available,No, 0.0,"400 S Johnson St Urbana, IL"
907054,07/29/2009,2009,7,800 BLOCK,W Fairview Av,7/30/2009,Weeds/Grass,Owner Abated,8/7/2009,Not Available,No, 0.0,"800 W Fairview Av Urbana, IL"
907055,07/29/2009,2009,7,2200 BLOCK,S Philo Rd,7/30/2009,Weeds/Grass,Owner Abated,8/7/2009,Not Available,No, 0.0,"2200 S Philo Rd Urbana, IL"
907056,07/29/2009,2009,7,1400 BLOCK,W Beslin St,7/30/2009,Weeds/Grass,City Abated,8/7/2009,Not Available,No, 0.0,"1400 W Beslin St Urbana, IL"
907057,07/29/2009,2009,7,1000 BLOCK,N Berkley Av,7/30/2009,Weeds/Grass,City Abated,8/7/2009,Not Available,No, 0.0,"1000 N Berkley Av Urbana, IL"
907051,07/28/2009,2009,7,800 BLOCK,E California Av,7/29/2009,Weeds/Grass,City Abated,8/6/2009,Not Available,No, 0.0,"800 E California Av Urbana, IL"
907046,07/27/2009,2009,7,1400 BLOCK,W Beech St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"1400 W Beech St Urbana, IL"
907047,07/27/2009,2009,7,900 BLOCK,N Gregory St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
907048,07/27/2009,2009,7,600 BLOCK,N Beacon Hill Dr,7/28/2009,Weeds/Grass,City Abated,8/5/2009,Not Available,No, 0.0,"600 N Beacon Hill Dr Urbana, IL"
907049,07/27/2009,2009,7,1500 BLOCK,S Rutledge Dr,7/28/2009,Weeds/Grass,City Abated,8/5/2009,Not Available,No, 0.0,"1500 S Rutledge Dr Urbana, IL"
907050,07/27/2009,2009,7,700 BLOCK,W California Av,7/28/2009,Weeds/Grass,Owner Abated,8/5/2009,Not Available,No, 0.0,"700 W California Av Urbana, IL"
907042,07/23/2009,2009,7,700 BLOCK,W Illinois St,7/24/2009,Weeds/Grass,Owner Abated,8/1/2009,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
907043,07/23/2009,2009,7,900 BLOCK,E Oregon St,7/24/2009,Weeds/Grass,City Abated,8/1/2009,Not Available,No, 0.0,"900 E Oregon St Urbana, IL"
907044,07/23/2009,2009,7,2400 BLOCK,Boudreau Dr,7/24/2009,Weeds/Grass,Owner Abated,8/1/2009,Not Available,No, 0.0,"2400 Boudreau Dr Urbana, IL"
907045,07/23/2009,2009,7,2400 BLOCK,S Boudreau Dr,7/24/2009,Weeds/Grass,Owner Abated,8/1/2009,Not Available,No, 0.0,"2400 S Boudreau Dr Urbana, IL"
907041,07/22/2009,2009,7,800 BLOCK,W Oregon St,7/23/2009,Weeds/Grass,Owner Abated,7/31/2009,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
907036,07/21/2009,2009,7,1300 BLOCK,S Cottage Grove Av,7/22/2009,Weeds/Grass,Owner Abated,7/30/2009,Not Available,No, 0.0,"1300 S Cottage Grove Av Urbana, IL"
907037,07/21/2009,2009,7,1500 BLOCK,S Philo Rd,7/22/2009,Weeds/Grass,Owner Abated,7/30/2009,Not Available,No, 0.0,"1500 S Philo Rd Urbana, IL"
907038,07/21/2009,2009,7,700 BLOCK,S Broadway Av,7/22/2009,Weeds/Grass,Owner Abated,7/30/2009,Not Available,No, 0.0,"700 S Broadway Av Urbana, IL"
907039,07/21/2009,2009,7,600 BLOCK,S Broadway Av,7/22/2009,Weeds/Grass,Owner Abated,7/30/2009,Not Available,No, 0.0,"600 S Broadway Av Urbana, IL"
907040,07/21/2009,2009,7,1200 BLOCK,S Grant Pl,7/22/2009,Weeds/Grass,City Abated,7/30/2009,Not Available,No, 0.0,"1200 S Grant Pl Urbana, IL"
907035,07/20/2009,2009,7,2200 BLOCK,Stonebrook Ct,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"2200 Stonebrook Ct Urbana, IL"
907032,07/17/2009,2009,7,100 BLOCK,W Florida Av,7/17/2009,Weeds/Grass,City Abated,7/25/2009,Not Available,No, 0.0,"100 W Florida Av Urbana, IL"
907033,07/17/2009,2009,7,1700 BLOCK,S Race St,7/20/2009,Weeds/Grass,Owner Abated,7/28/2009,Not Available,No, 0.0,"1700 S Race St Urbana, IL"
907034,07/17/2009,2009,7,100 BLOCK,W Florida Av,7/20/2009,Weeds/Grass,Owner Abated,7/28/2009,Not Available,No, 0.0,"100 W Florida Av Urbana, IL"
907030,07/16/2009,2009,7,2300 BLOCK,Rainbow View Dr,7/17/2009,Weeds/Grass,Owner Abated,7/25/2009,Not Available,No, 0.0,"2300 Rainbow View Dr Urbana, IL"
907031,07/16/2009,2009,7,1500 BLOCK,Rutledge Dr,7/17/2009,Weeds/Grass,Owner Abated,7/25/2009,Not Available,No, 0.0,"1500 Rutledge Dr Urbana, IL"
907026,07/15/2009,2009,7,2000 BLOCK,S Burlison Dr,7/16/2009,Weeds/Grass,City Abated,7/24/2009,Not Available,No, 0.0,"2000 S Burlison Dr Urbana, IL"
907027,07/15/2009,2009,7,2700 BLOCK,Coddington CR,7/16/2009,Weeds/Grass,Owner Abated,7/24/2009,Not Available,No, 0.0,"2700 Coddington CR Urbana, IL"
907022,07/14/2009,2009,7,100 BLOCK,E George Huff Dr,7/15/2009,Weeds/Grass,Owner Abated,7/23/2009,Not Available,No, 0.0,"100 E George Huff Dr Urbana, IL"
907023,07/14/2009,2009,7,0 BLOCK,Shuman CR,7/15/2009,Weeds/Grass,Owner Abated,7/23/2009,Not Available,No, 0.0,"0 Shuman CR Urbana, IL"
907024,07/14/2009,2009,7,700 BLOCK,W Illinois St,7/15/2009,Municipal Waste,Owner Abated,7/23/2009,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
907025,07/14/2009,2009,7,700 BLOCK,W Illinois St,7/15/2009,Weeds/Grass,Owner Abated,7/23/2009,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
907015,07/13/2009,2009,7,1000 BLOCK,N Geraldine Dr,7/14/2009,Municipal Waste,Owner Abated,7/22/2009,Not Available,No, 0.0,"1000 N Geraldine Dr Urbana, IL"
907016,07/13/2009,2009,7,1300 BLOCK,N Goodwin Av,7/14/2009,Weeds/Grass,Owner Abated,7/22/2009,Not Available,No, 0.0,"1300 N Goodwin Av Urbana, IL"
907017,07/13/2009,2009,7,1300 BLOCK,N Lincoln Av,7/14/2009,Weeds/Grass,Owner Abated,7/22/2009,Not Available,No, 0.0,"1300 N Lincoln Av Urbana, IL"
907018,07/13/2009,2009,7,1200 BLOCK,W Bradley Av,7/14/2009,Weeds/Grass,Owner Abated,7/22/2009,Not Available,No, 0.0,"1200 W Bradley Av Urbana, IL"
907019,07/13/2009,2009,7,1400 BLOCK,Eastern Dr,7/14/2009,Weeds/Grass,City Abated,7/22/2009,Not Available,No, 0.0,"1400 Eastern Dr Urbana, IL"
907020,07/13/2009,2009,7,1400 BLOCK,Eastern Dr,7/14/2009,Weeds/Grass,City Abated,7/22/2009,Not Available,No, 0.0,"1400 Eastern Dr Urbana, IL"
907021,07/13/2009,2009,7,1300 BLOCK,N Lincoln Av,7/14/2009,Weeds/Grass,Owner Abated,7/22/2009,Not Available,No, 0.0,"1300 N Lincoln Av Urbana, IL"
907028,07/10/2009,2009,7,1000 BLOCK,N Berkley Av,7/10/2009,Weeds/Grass,City Abated,7/10/2009,Not Available,No, 0.0,"1000 N Berkley Av Urbana, IL"
907029,07/10/2009,2009,7,1400 BLOCK,W Beslin St,7/10/2009,Weeds/Grass,City Abated,7/10/2009,Not Available,No, 0.0,"1400 W Beslin St Urbana, IL"
907013,07/09/2009,2009,7,2200 BLOCK,S Lynn St,7/10/2009,Municipal Waste,Owner Abated,7/18/2009,Not Available,No, 0.0,"2200 S Lynn St Urbana, IL"
907014,07/09/2009,2009,7,2200 BLOCK,S Lynn St,7/10/2009,Weeds/Grass,Owner Abated,7/18/2009,Not Available,No, 0.0,"2200 S Lynn St Urbana, IL"
907012,07/08/2009,2009,7,500 BLOCK,Sunnycrest Ct E,7/9/2009,Weeds/Grass,Owner Abated,7/17/2009,Not Available,No, 0.0,"500 Sunnycrest Ct E Urbana, IL"
907005,07/07/2009,2009,7,1500 BLOCK,S Philo Rd,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"1500 S Philo Rd Urbana, IL"
907006,07/07/2009,2009,7,700 BLOCK,E Colorado Av,,Municipal Waste,Invalid,,Not Available,No, 0.0,"700 E Colorado Av Urbana, IL"
907007,07/07/2009,2009,7,700 BLOCK,W Illinois St,7/8/2009,Weeds/Grass,Owner Abated,7/16/2009,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
907008,07/07/2009,2009,7,1500 BLOCK,S Montgomery St,7/8/2009,Weeds/Grass,City Abated,7/16/2009,Not Available,No, 0.0,"1500 S Montgomery St Urbana, IL"
907009,07/07/2009,2009,7,1300 BLOCK,E Briarcliff Dr,7/8/2009,Weeds/Grass,City Abated,7/16/2009,Not Available,No, 0.0,"1300 E Briarcliff Dr Urbana, IL"
907010,07/07/2009,2009,7,1300 BLOCK,E Briarcliff Dr,7/8/2009,Weeds/Grass,Owner Abated,7/16/2009,Not Available,No, 0.0,"1300 E Briarcliff Dr Urbana, IL"
907011,07/07/2009,2009,7,1300 BLOCK,E Briarcliff Dr,7/8/2009,Weeds/Grass,Owner Abated,7/16/2009,Not Available,No, 0.0,"1300 E Briarcliff Dr Urbana, IL"
907002,07/06/2009,2009,7,1500 BLOCK,Montgomery St,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1500 Montgomery St Urbana, IL"
907003,07/06/2009,2009,7,100 BLOCK,N Coler Av,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"100 N Coler Av Urbana, IL"
907004,07/06/2009,2009,7,100 BLOCK,N Coler Av,7/7/2009,Weeds/Grass,Owner Abated,7/15/2009,Not Available,No, 0.0,"100 N Coler Av Urbana, IL"
907001,07/01/2009,2009,7,500 BLOCK,E Michigan Av,7/2/2009,Weeds/Grass,City Abated,7/10/2009,Not Available,No, 0.0,"500 E Michigan Av Urbana, IL"
906059,06/29/2009,2009,6,1100 BLOCK,S Lanore Dr,6/30/2009,Weeds/Grass,Owner Abated,7/8/2009,Not Available,No, 0.0,"1100 S Lanore Dr Urbana, IL"
906060,06/29/2009,2009,6,2000 BLOCK,E Michigan Av,6/30/2009,Municipal Waste,Owner Abated,7/8/2009,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
906061,06/29/2009,2009,6,2000 BLOCK,E Michigan Av,6/30/2009,Weeds/Grass,Owner Abated,7/8/2009,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
906062,06/26/2009,2009,6,2000 BLOCK,S Philo Rd,6/26/2009,Municipal Waste,City Abated,7/6/2009,Not Available,No, 0.0,"2000 S Philo Rd Urbana, IL"
906063,06/26/2009,2009,6,2000 BLOCK,S Philo Rd,6/26/2009,Weeds/Grass,City Abated,7/6/2009,Not Available,No, 0.0,"2000 S Philo Rd Urbana, IL"
906057,06/25/2009,2009,6,1600 BLOCK,Ivanhoe Way,6/29/2009,Municipal Waste,Owner Abated,7/7/2009,Not Available,No, 0.0,"1600 Ivanhoe Way Urbana, IL"
906058,06/25/2009,2009,6,1300 BLOCK,Greenridge Dr,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1300 Greenridge Dr Urbana, IL"
906051,06/23/2009,2009,6,1200 BLOCK,S Grant Pl,6/24/2009,Weeds/Grass,City Abated,7/2/2009,Not Available,No, 0.0,"1200 S Grant Pl Urbana, IL"
906052,06/23/2009,2009,6,800 BLOCK,N Cunninham Av,6/24/2009,Weeds/Grass,Owner Abated,7/2/2009,Not Available,No, 0.0,"800 N Cunninham Av Urbana, IL"
906053,06/23/2009,2009,6,1300 BLOCK,S Race St,6/24/2009,Weeds/Grass,Owner Abated,7/2/2009,Not Available,No, 0.0,"1300 S Race St Urbana, IL"
906054,06/23/2009,2009,6,1300 BLOCK,N Berkley Av,6/24/2009,Weeds/Grass,Owner Abated,7/2/2009,Not Available,No, 0.0,"1300 N Berkley Av Urbana, IL"
906055,06/23/2009,2009,6,500 BLOCK,W Main St,6/24/2009,Weeds/Grass,Owner Abated,7/2/2009,Not Available,No, 0.0,"500 W Main St Urbana, IL"
906056,06/23/2009,2009,6,300 BLOCK,N Orchard St,6/24/2009,Weeds/Grass,Owner Abated,7/2/2009,Not Available,No, 0.0,"300 N Orchard St Urbana, IL"
906049,06/22/2009,2009,6,1100 BLOCK,Rainbow View,6/23/2009,Weeds/Grass,Owner Abated,7/1/2009,Not Available,No, 0.0,"1100 Rainbow View Urbana, IL"
